1,74.33330154
2,8.422991276
3,86.7621119
4,86.73356581
5,86.70769405
6,72.74449873
7,88.7080214
8,88.69400883
9,95.16137743
10,87.39874363
11,6.565866232
12,85.25285983
13,14.58778071
14,74.89119315
15,73.33332753
16,8.623538494
17,76.49241948
18,91.18396354
19,85.64607716
20,82.39490271
21,91.12045693
22,14.26348734
1,73.98671007
2,8.591939211
3,87.04330993
4,87.12984681
5,86.85699224
6,73.05377364
7,88.80147266
8,88.60419226
9,95.65738153
10,87.94408035
11,6.658350945
12,85.38367462
13,14.62583995
14,74.65184784
15,73.441782
16,8.709570169
17,76.60130835
18,91.17133832
19,75.42658234
20,82.13535738
21,90.65802217
22,14.26962543
1,73.98626018
2,8.53348279
3,86.48433733
4,86.74011898
5,86.75946546
6,72.80660152
7,88.76752901
8,88.45156932
9,95.07296014
10,87.24184132
11,6.558654547
12,85.19181967
13,14.6105659
14,74.83479095
15,73.28413486
16,8.567158461
17,76.53300142
18,90.91481042
19,75.45972824
20,81.90713477
21,90.79495215
22,14.13460684
