1,0.1217191219329834
2,0.029632091522216797
3,0.14356184005737305
4,0.13917160034179688
5,0.11444330215454102
6,0.11912155151367188
7,0.14833688735961914
8,0.15234661102294922
9,0.1565837860107422
10,0.14411544799804688
11,0.024834156036376953
12,0.11109066009521484
13,0.02922964096069336
14,0.12505459785461426
15,0.12318229675292969
16,0.02894878387451172
17,0.12318778038024902
18,0.10791373252868652
19,0.12526702880859375
20,0.10343265533447266
21,0.10784697532653809
22,0.029492616653442383
1,0.12393712997436523
2,0.0298459529876709
3,0.14843153953552246
4,0.14289593696594238
5,0.11840105056762695
6,0.12447643280029297
7,0.15481066703796387
8,0.15889668464660645
9,0.16171598434448242
10,0.1463329792022705
11,0.024623394012451172
12,0.11158370971679688
13,0.02933788299560547
14,0.12823867797851562
15,0.12578749656677246
16,0.028257369995117188
17,0.12860894203186035
18,0.10825848579406738
19,0.13177919387817383
20,0.11046290397644043
21,0.11472749710083008
22,0.03179597854614258
1,0.12222099304199219
2,0.03053140640258789
3,0.14176177978515625
4,0.13843655586242676
5,0.11512947082519531
6,0.11739325523376465
7,0.1462233066558838
8,0.15125584602355957
9,0.15688228607177734
10,0.14153432846069336
11,0.02402663230895996
12,0.10869598388671875
13,0.028272628784179688
14,0.12279963493347168
15,0.12224698066711426
16,0.028757095336914062
17,0.12304544448852539
18,0.10834217071533203
19,0.12445282936096191
20,0.10297036170959473
21,0.10716104507446289
22,0.030462026596069336
