1,0.09303498268127441
1,0.10151147842407227
2,0.04888439178466797
3,0.12215971946716309
4,0.11982488632202148
5,0.08964729309082031
6,0.09081602096557617
7,0.12564849853515625
8,0.13506674766540527
9,0.1312699317932129
10,0.10938358306884766
11,0.02498602867126465
12,0.08759856224060059
13,0.025766611099243164
14,0.09344792366027832
15,0.09815740585327148
16,0.04258561134338379
17,0.11989188194274902
18,0.0885469913482666
19,0.11313390731811523
20,0.08266305923461914
21,0.11039876937866211
22,0.031245946884155273
