1,2.1309478282928467
2,1.9173133373260498
3,2.2450621128082275
4,2.2059590816497803
5,2.2576193809509277
1,2.14896297454834
1,2.0911426544189453
2,1.9322190284729004
3,2.2277352809906006
4,2.1766088008880615
5,2.2492432594299316
6,2.096252918243408
7,2.2435951232910156
8,2.296489953994751
9,2.405900716781616
10,2.23433256149292
11,1.893432855606079
12,2.203991651535034
13,1.9165544509887695
14,2.1218206882476807
15,2.0904946327209473
16,1.8812978267669678
17,2.095630168914795
18,2.335472822189331
19,2.080549716949463
20,2.246187210083008
21,2.222836494445801
22,1.915485143661499
