1,24.62809539,6.754343663
1,15.95832562,6.758314544
1,15.94194245,6.751505677
2,3.800251961,1.24077088
2,3.774401903,1.241378922
2,3.747028351,1.236349112
3,19.04347038,8.404572207
3,19.01771092,8.366213739
3,18.98458529,8.384905496
4,18.72365499,8.233576059
4,18.74516606,8.163482026
4,18.70860124,8.209798182
5,19.03766894,8.377100577
5,18.96515393,8.369201042
5,18.95009518,8.378501301
6,15.78341055,6.704182421
6,15.75707102,6.731172637
6,15.67719746,6.697607779
7,19.16029668,8.378574727
7,19.27294254,8.380037409
7,19.21227503,8.426666714
8,19.40837884,8.553103945
8,19.49246144,8.580797643
8,19.47998142,8.583878754
9,20.83853984,9.417118257
9,20.93507147,9.417419393
9,20.85358596,9.416758924
10,19.04117084,8.369885787
10,19.13153434,8.392441967
10,19.17018509,8.385928756
11,3.402882099,1.073794125
11,3.378303766,1.063216163
11,3.360364676,1.061253716
12,18.60770249,8.222083089
12,18.48293877,8.161461178
12,18.52840185,8.154757248
13,4.929090738,1.679369678
13,4.867471218,1.68751867
13,4.895666838,1.679507529
14,16.16706252,6.851747927
14,16.16727734,6.849804358
14,16.0371592,6.813529351
15,15.80149889,6.675700392
15,15.80440474,6.6810452
15,15.82883263,6.677223664
16,3.880521059,1.240583373
16,3.86546731,1.22770279
16,3.879761934,1.221748743
17,16.18914843,6.805676271
17,16.21425986,6.835849272
17,16.21597743,6.83980952
18,19.13249779,8.305977256
18,19.30527759,8.346071901
18,19.34336209,8.398646587
19,16.10851574,6.807987746
19,16.21397758,6.886141201
19,16.20783019,6.838845641
20,17.99763298,7.857518224
20,17.93907166,7.868476503
20,18.04622793,7.879138825
21,19.22206831,8.128817081
21,19.24120855,8.150782092
21,19.0761292,8.132865943
22,4.795326948,1.688060703
22,4.897598267,1.684625004
22,4.807756901,1.672746906
