1,4.197153568,0.679685609
1,3.062484026,0.67659255
1,3.077809811,0.678395624
2,1.825004816,0.114316253
2,1.828958511,0.117118195
2,1.824852705,0.116005853
3,3.419429541,0.825779471
3,3.41905117,0.829012569
3,3.45204711,0.802263062
4,3.34351635,0.778358766
4,3.33422327,0.783925938
4,3.340962172,0.786999903
5,3.410163403,0.790075571
5,3.402742147,0.805953602
5,3.413837671,0.801755236
6,2.985980272,0.648756363
6,3.001811981,0.658316255
6,2.988143444,0.653615491
7,3.429583311,0.80173439
7,3.40866375,0.794968258
7,3.406058788,0.804475419
8,3.478058338,0.816480173
8,3.473999262,0.808453532
8,3.498250723,0.816249868
9,3.644126415,0.895641834
9,3.624028444,0.897282416
9,3.642130852,0.900120005
10,3.41896224,0.799574499
10,3.429553747,0.801821371
10,3.424210787,0.790759643
11,1.737748861,0.094422144
11,1.758780479,0.097491993
11,1.751070499,0.094828934
12,3.300073385,0.781890471
12,3.332267523,0.779651633
12,3.320193052,0.775879403
13,1.916287184,0.151102728
13,1.907405376,0.149311198
13,1.888611317,0.148930481
14,3.092529297,0.672997786
14,3.079189777,0.662473942
14,3.095711708,0.663806495
15,3.006142378,0.647320647
15,3.016752958,0.643329187
15,3.021975756,0.645139604
16,1.848389149,0.111425413
16,1.814456701,0.111984763
16,1.830102921,0.116266165
17,3.07376194,0.664233391
17,3.086651325,0.662512389
17,3.147205353,0.661865778
18,3.409331322,0.772622496
18,3.445363283,0.793625354
18,3.439400911,0.786592383
19,3.069064617,0.658843478
19,3.088325977,0.655106462
19,3.043830872,0.653329691
20,3.299049616,0.745246945
20,3.314322948,0.749284354
20,3.293115139,0.746404595
21,3.380407572,0.769909457
21,3.388269663,0.767965617
21,3.398422003,0.772238283
22,1.947863579,0.150071271
22,1.898699284,0.147398919
22,1.933871508,0.150743671
