1,176.743865
1,165.108494
1,165.9131267
2,24.76651812
2,24.91088009
2,24.72640228
3,200.1337812
3,200.9058073
3,199.1794577
4,196.9036088
4,197.426245
4,197.0361028
5,200.3657024
5,203.8400409
5,208.075645
6,168.0001471
6,165.0963087
6,165.6816287
7,201.7652071
7,201.9555511
7,202.7946663
8,204.2095358
8,204.5375195
8,204.7192094
9,233.5976038
9,224.5042186
9,223.6285324
10,203.1618421
10,201.9895625
10,204.4206607
11,21.48859382
11,20.97988415
11,21.13062024
12,198.9393551
12,202.9144943
12,198.0967517
13,38.25210547
13,38.13908195
13,38.27879643
14,172.2280276
14,171.7796059
14,171.1028538
15,167.0407031
15,168.5328133
15,168.01226
16,27.3303318
16,25.94686913
16,25.91168332
17,172.7953434
17,173.1483064
17,173.1933217
18,206.6791985
18,208.5669787
18,208.0919988
19,173.5251739
19,173.0549221
19,173.0634127
20,194.7425609
20,193.3050327
20,192.4824467
21,205.9667301
21,203.2854631
21,204.2644055
22,38.88952446
22,37.68082738
22,37.39367795
