1,146.8638382,68.37478405
1,148.5443225,69.08570756
1,148.4668629,69.08915052
2,23.78967071,12.58707245
2,23.4896946,12.4477308
2,23.42558575,12.29416206
3,178.2932944,85.56305355
3,180.0978098,86.08178868
3,180.5774138,86.14089938
4,178.0872257,84.69326357
4,178.8101115,84.63632933
4,179.0743418,84.8565892
5,180.5568829,86.63892355
5,181.6586189,87.05882359
5,181.2820606,86.96960297
6,148.9450023,70.09201061
6,148.568836,70.16384668
6,149.4898171,70.55418273
7,183.8892367,87.70219286
7,183.7627635,87.09417193
7,183.1008332,86.75381827
8,184.3742571,88.39588921
8,185.319824,88.62180993
8,185.4989245,88.56790903
9,202.2136512,97.76636919
9,202.1656892,97.92973944
9,201.8932564,98.19855236
10,183.0740604,87.42609089
10,182.4442065,87.18609192
10,183.8320522,88.3399146
11,21.57628703,12.2623701
11,20.33615923,11.15993794
11,20.33966684,11.06106465
12,177.4579227,85.50647148
12,177.6211355,85.6138518
12,178.4671335,85.92203755
13,37.36595941,19.0351044
13,36.17420077,18.11698724
13,35.81200671,17.75633988
14,153.8282127,72.44838003
14,153.0832193,72.32831546
14,153.5580761,72.5867321
15,150.7612755,70.9661426
15,150.9066379,71.16194555
15,150.7805531,71.01175753
16,27.84214568,15.88530841
16,24.64030886,12.96756661
16,24.59694386,12.81436024
17,155.9255009,72.36426583
17,156.4456983,72.72165448
17,156.2814193,72.99222409
18,189.4040153,90.08008178
18,189.4663477,90.41338979
18,188.8299282,89.19484509
19,156.0815561,74.0074562
19,156.0298705,73.29104552
19,156.2791398,73.29920314
20,174.1598942,84.19709153
20,180.7729082,90.73204543
20,185.4448678,95.22036277
21,197.126503,96.29198949
21,193.0447257,93.15077593
21,195.633801,95.4832751
22,37.58670139,19.42638629
22,35.9979887,18.10802536
22,35.68641472,18.01361716
